ADDRESS_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,CRASHDATE,CRASHSEVERITY,CRASHSEVERITYID
30XX GLENMORE AV,39.138206,-84.613016,WESTWOOD,WESTWOOD,01/03/2020 09:20:00 AM,4 - INJURY POSSIBLE,201904
38XX EASTERN AV,39.111333,-84.435185,COLUMBIA / TUSCULUM,EAST END,01/03/2020 09:40:00 AM,5 - PROPERTY DAMAGE ONLY,201905
38XX EASTERN AV,39.111833,-84.435025,COLUMBIA / TUSCULUM,EAST END,01/03/2020 09:40:00 AM,5 - PROPERTY DAMAGE ONLY,201905
22XX HARRISON AV,39.133491,-84.573801,WESTWOOD,WESTWOOD,01/03/2020 09:45:00 AM,4 - INJURY POSSIBLE,201904
22XX HARRISON AV,39.134641,-84.573311,WESTWOOD,WESTWOOD,01/03/2020 09:45:00 AM,4 - INJURY POSSIBLE,201904
S I75 AT 0-5 MM,39.102193,-84.523325,QUEENSGATE,WEST END,01/03/2020 10:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
66XX PADDOCK RD,39.189276,-84.476198,BONDHILL,ROSELAWN,01/03/2020 10:29:00 AM,5 - PROPERTY DAMAGE ONLY,201905
66XX PADDOCK RD,39.189846,-84.476388,BONDHILL,ROSELAWN,01/03/2020 10:29:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 0.4,39.198942,-84.476489,CARTHAGE,CARTHAGE,01/03/2020 11:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
31XX HARRISON AV,39.152441,-84.600311,WESTWOOD,WESTWOOD,01/03/2020 11:37:00 AM,5 - PROPERTY DAMAGE ONLY,201905
31XX HARRISON AV,39.151281,-84.601501,WESTWOOD,WESTWOOD,01/03/2020 11:37:00 AM,5 - PROPERTY DAMAGE ONLY,201905
47XX WINTON RD,39.176207,-84.520031,WINTON HILLS,COLLEGE HILL,01/03/2020 11:50:00 AM,4 - INJURY POSSIBLE,201904
47XX WINTON RD,39.176377,-84.519191,WINTON HILLS,COLLEGE HILL,01/03/2020 11:50:00 AM,4 - INJURY POSSIBLE,201904
47XX WINTON RD,39.176367,-84.519631,WINTON HILLS,COLLEGE HILL,01/03/2020 11:50:00 AM,4 - INJURY POSSIBLE,201904
39XX W 8TH ST,39.105921,-84.580371,WEST PRICE HILL,WEST PRICE HILL,01/03/2020 11:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
11XX LAIDLAW AV,39.178021,-84.477948,BONDHILL,BOND HILL,01/03/2020 12:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
11XX LAIDLAW AV,39.177391,-84.477938,BONDHILL,BOND HILL,01/03/2020 12:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
50XX PADDOCK RD,39.154223,-84.494448,NORTH AVONDALE,AVONDALE,01/03/2020 12:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
50XX PADDOCK RD,39.155103,-84.494758,NORTH AVONDALE,AVONDALE,01/03/2020 12:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
4XX E KING DR,39.134331,-84.500171,AVONDALE,AVONDALE,01/03/2020 12:30:00 PM,4 - INJURY POSSIBLE,201904
4XX E KING DR,39.134461,-84.500571,AVONDALE,AVONDALE,01/03/2020 12:30:00 PM,4 - INJURY POSSIBLE,201904
37XX READING RD,39.14967,-84.48541,NORTH AVONDALE,AVONDALE,01/03/2020 01:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
11XX TOWNE ST,39.182475,-84.477553,BONDHILL,BOND HILL,01/03/2020 01:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX READING RD,39.15145,-84.48564,NORTH AVONDALE,AVONDALE,01/03/2020 01:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX QUEEN CITY AV,39.129645,-84.581784,WESTWOOD,WESTWOOD,01/03/2020 01:04:00 PM,3 - MINOR INJURY SUSPECTED,201903
24XX QUEEN CITY AV,39.127985,-84.580734,WESTWOOD,WESTWOOD,01/03/2020 01:04:00 PM,3 - MINOR INJURY SUSPECTED,201903
51XX GLENWAY AV,39.122232,-84.601772,WEST PRICE HILL,WEST PRICE HILL,01/03/2020 01:10:00 PM,4 - INJURY POSSIBLE,201904
51XX GLENWAY AV,39.122532,-84.602582,WEST PRICE HILL,WEST PRICE HILL,01/03/2020 01:10:00 PM,4 - INJURY POSSIBLE,201904
11XX HOPPLE ST,39.139629,-84.533645,CAMP  WASHINGTON,CAMP WASHINGTON,01/03/2020 02:10:00 PM,5 - PROPERTY DAMAGE ONLY,201905
11XX HOPPLE ST,39.138669,-84.533575,CAMP  WASHINGTON,CAMP WASHINGTON,01/03/2020 02:10:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 3-8 MM,39.102368,-84.511761,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 02:53:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 3-8 MM,39.102418,-84.512821,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 02:53:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 3-8 MM,39.103908,-84.511831,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 02:53:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 3-8 MM,39.104088,-84.512351,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 02:53:00 PM,5 - PROPERTY DAMAGE ONLY,201905
8XX MITCHELL AV,39.155741,-84.484201,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,01/03/2020 02:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
8XX MITCHELL AV,39.156101,-84.483891,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,01/03/2020 02:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
31XX GILBERT AV,39.137051,-84.481956,EVANSTON,EVANSTON,01/03/2020 03:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
31XX GILBERT AV,39.137581,-84.482296,EVANSTON,EVANSTON,01/03/2020 03:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
31XX WERK RD,39.141691,-84.606551,WESTWOOD,WESTWOOD,01/03/2020 03:36:00 PM,4 - INJURY POSSIBLE,201904
31XX WERK RD,39.141181,-84.605941,WESTWOOD,WESTWOOD,01/03/2020 03:36:00 PM,4 - INJURY POSSIBLE,201904
30XX GLENHILLS WY,39.128114,-84.603864,WESTWOOD,WEST PRICE HILL,01/03/2020 03:57:00 PM,5 - PROPERTY DAMAGE ONLY,201905
30XX GLENHILLS WY,39.129014,-84.603674,WESTWOOD,WEST PRICE HILL,01/03/2020 03:57:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX MONTGOMERY RD,39.182291,-84.426415,PLEASANT RIDGE,PLEASANT RIDGE,01/03/2020 03:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX MONTGOMERY RD,39.182301,-84.427095,PLEASANT RIDGE,PLEASANT RIDGE,01/03/2020 03:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX VINE ST,39.103048,-84.514542,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 04:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX VINE ST,39.104008,-84.513842,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 04:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
21XX DANA AV,39.145158,-84.456905,EVANSTON,EVANSTON,01/03/2020 04:50:00 PM,4 - INJURY POSSIBLE,201904
34XX BEEKMAN ST,39.152516,-84.531135,CLIFTON,CLIFTON,01/03/2020 04:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
34XX BEEKMAN ST,39.152806,-84.530685,CLIFTON,CLIFTON,01/03/2020 04:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
34XX BEEKMAN ST,39.151876,-84.532405,CLIFTON,CLIFTON,01/03/2020 04:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
34XX BEEKMAN ST,39.151556,-84.532415,CLIFTON,CLIFTON,01/03/2020 04:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
38XX WINDING WY,39.150306,-84.479256,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,01/03/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
43XX PLAINVILLE RD,39.150834,-84.379453,MADISONVILLE,MADISONVILLE,01/03/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
43XX PLAINVILLE RD,39.150704,-84.379933,MADISONVILLE,MADISONVILLE,01/03/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
45XX SPRING GROVE,39.164331,-84.520211,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,01/03/2020 05:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
45XX SPRING GROVE,39.165901,-84.520431,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,01/03/2020 05:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
30XX MADISON RD,39.153177,-84.430486,OAKLEY,OAKLEY,01/03/2020 05:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
30XX MADISON RD,39.154127,-84.430246,OAKLEY,OAKLEY,01/03/2020 05:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX GLENWAY AV,39.144505,-84.622616,WESTWOOD,WESTWOOD,01/03/2020 05:28:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX GLENWAY AV,39.144285,-84.620696,WESTWOOD,WESTWOOD,01/03/2020 05:28:00 PM,5 - PROPERTY DAMAGE ONLY,201905
22XX W NORTH BEND RD,39.200674,-84.562605,MOUNT AIRY,MT. AIRY,01/03/2020 05:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
22XX W NORTH BEND RD,39.200334,-84.563755,MOUNT AIRY,MT. AIRY,01/03/2020 05:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I71 AT 7-9 MM,39.163152,-84.432927,OAKLEY,OAKLEY,01/03/2020 05:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I71 AT 7-9 MM,39.163542,-84.432687,OAKLEY,OAKLEY,01/03/2020 05:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX ELBERON AV,39.103241,-84.565901,EAST PRICE HILL,EAST PRICE HILL,01/03/2020 05:44:00 PM,5 - PROPERTY DAMAGE ONLY,201905
9XX W NORTH BEND RD,39.200958,-84.521029,COLLEGE  HILL,WINTON HILLS,01/03/2020 06:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
9XX W NORTH BEND RD,39.200118,-84.519569,COLLEGE  HILL,WINTON HILLS,01/03/2020 06:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 1-7 MM,39.100098,-84.501805,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 06:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 1-7 MM,39.100918,-84.502765,C. B. D. / RIVERFRONT,DOWNTOWN,01/03/2020 06:17:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX WILLIAM HOWARD TAFT RD,39.127463,-84.499328,WALNUT HILLS,AVONDALE,01/03/2020 06:20:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX WILLIAM HOWARD TAFT RD,39.128233,-84.498258,WALNUT HILLS,AVONDALE,01/03/2020 06:20:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX RIVER RD,39.094461,-84.560811,SEDAMSVILLE,SEDAMSVILLE,01/03/2020 06:21:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX WILLIAM HOWARD TAFT RD,39.129511,-84.500971,AVONDALE,AVONDALE,01/03/2020 06:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX WILLIAM HOWARD TAFT RD,39.128551,-84.500451,AVONDALE,AVONDALE,01/03/2020 06:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX GRASSELLI AV,39.141501,-84.583621,WESTWOOD,WESTWOOD,01/03/2020 06:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX GRASSELLI AV,39.141221,-84.582431,WESTWOOD,WESTWOOD,01/03/2020 06:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX QUEEN CITY AV,39.131694,-84.593621,WESTWOOD,WESTWOOD,01/03/2020 07:10:00 PM,3 - MINOR INJURY SUSPECTED,201903
26XX QUEEN CITY AV,39.131184,-84.593261,WESTWOOD,WESTWOOD,01/03/2020 07:10:00 PM,3 - MINOR INJURY SUSPECTED,201903
61XX GLENWAY AV,39.142865,-84.622416,WESTWOOD,WESTWOOD,01/03/2020 07:24:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX GLENWAY AV,39.143225,-84.621616,WESTWOOD,WESTWOOD,01/03/2020 07:24:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX SPRING GROVE AV,39.155238,-84.540483,NORTHSIDE,NORTHSIDE,01/03/2020 07:40:00 PM,3 - MINOR INJURY SUSPECTED,201903
37XX SPRING GROVE AV,39.154528,-84.540703,NORTHSIDE,NORTHSIDE,01/03/2020 07:40:00 PM,3 - MINOR INJURY SUSPECTED,201903
37XX SPRING GROVE AV,39.155408,-84.542063,NORTHSIDE,NORTHSIDE,01/03/2020 07:40:00 PM,3 - MINOR INJURY SUSPECTED,201903
23XX FERGUSON RD,39.128151,-84.596471,WESTWOOD,WESTWOOD,01/03/2020 08:00:00 PM,4 - INJURY POSSIBLE,201904
23XX FERGUSON RD,39.128521,-84.597161,WESTWOOD,WESTWOOD,01/03/2020 08:00:00 PM,4 - INJURY POSSIBLE,201904
23XX FERGUSON RD,39.127821,-84.596441,WESTWOOD,WESTWOOD,01/03/2020 08:00:00 PM,4 - INJURY POSSIBLE,201904
17XX DANA AV,39.145445,-84.468456,EVANSTON,EVANSTON,01/03/2020 08:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
17XX DANA AV,39.145415,-84.468676,EVANSTON,EVANSTON,01/03/2020 08:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
17XX DANA AV,39.145965,-84.467426,EVANSTON,EVANSTON,01/03/2020 08:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
18XX DREMAN AV,39.152646,-84.549381,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,01/03/2020 08:45:00 PM,3 - MINOR INJURY SUSPECTED,201903
18XX DREMAN AV,39.154096,-84.550431,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,01/03/2020 08:45:00 PM,3 - MINOR INJURY SUSPECTED,201903
18XX DREMAN AV,39.152906,-84.549541,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,01/03/2020 08:45:00 PM,3 - MINOR INJURY SUSPECTED,201903
12XX NORTH BEND,39.202114,-84.538311,COLLEGE  HILL,COLLEGE HILL,01/03/2020 09:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
12XX NORTH BEND,39.202854,-84.537011,COLLEGE  HILL,COLLEGE HILL,01/03/2020 09:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
12XX SEYMOUR AV,39.191411,-84.474008,ROSELAWN,ROSELAWN,01/03/2020 09:18:00 PM,3 - MINOR INJURY SUSPECTED,201903
12XX SEYMOUR AV,39.190861,-84.475298,ROSELAWN,ROSELAWN,01/03/2020 09:18:00 PM,3 - MINOR INJURY SUSPECTED,201903
12XX SEYMOUR AV,39.190791,-84.475458,ROSELAWN,ROSELAWN,01/03/2020 09:18:00 PM,3 - MINOR INJURY SUSPECTED,201903
54XX WINNESTE AV,39.190131,-84.515091,WINTON HILLS,WINTON HILLS,01/03/2020 09:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
54XX WINNESTE AV,39.190481,-84.513331,WINTON HILLS,WINTON HILLS,01/03/2020 09:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
47XX READING RD,39.170372,-84.467861,BONDHILL,BOND HILL,01/03/2020 09:42:00 PM,4 - INJURY POSSIBLE,201904
47XX READING RD,39.169912,-84.467781,BONDHILL,BOND HILL,01/03/2020 09:42:00 PM,4 - INJURY POSSIBLE,201904
47XX READING RD,39.169852,-84.468431,BONDHILL,BOND HILL,01/03/2020 09:42:00 PM,4 - INJURY POSSIBLE,201904
83XX VINE ST,39.215132,-84.473545,HARTWELL,HARTWELL,01/03/2020 10:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
83XX VINE ST,39.214152,-84.474015,HARTWELL,HARTWELL,01/03/2020 10:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 8-5 MM,39.183452,-84.483667,BONDHILL,BOND HILL,01/03/2020 11:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 8-5 MM,39.182562,-84.484977,BONDHILL,BOND HILL,01/03/2020 11:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX MITCHELL AV,39.159509,-84.48986,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,01/03/2020 11:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
6XX MITCHELL AV,39.159969,-84.49,NORTH AVONDALE,NORTH AVONDALE - PADDOCK HILLS,01/03/2020 11:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
5XX E LIBERTY ST,39.111576,-84.504333,MOUNT  AUBURN,MT. AUBURN,01/04/2020 12:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 1-3 MM,39.107605,-84.532268,QUEENSGATE,QUEENSGATE,01/04/2020 12:27:00 AM,4 - INJURY POSSIBLE,201904
N I75 AT 1-3 MM,39.108535,-84.531288,QUEENSGATE,QUEENSGATE,01/04/2020 12:27:00 AM,4 - INJURY POSSIBLE,201904
S I75 AT 7-8 MM,39.174162,-84.491358,BONDHILL,BOND HILL,01/04/2020 12:50:10 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 7-8 MM,39.175152,-84.491248,BONDHILL,BOND HILL,01/04/2020 12:50:10 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 7-8 MM,39.173992,-84.490078,BONDHILL,BOND HILL,01/04/2020 12:50:10 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 7-8 MM,39.174642,-84.491258,BONDHILL,BOND HILL,01/04/2020 12:50:10 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 7-8 MM,39.175072,-84.490288,BONDHILL,BOND HILL,01/04/2020 12:50:10 AM,5 - PROPERTY DAMAGE ONLY,201905
X E 2ND ST,39.098914,-84.512518,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 01:20:00 AM,5 - PROPERTY DAMAGE ONLY,201905
X E 2ND ST,39.097974,-84.513078,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 01:20:00 AM,5 - PROPERTY DAMAGE ONLY,201905
5XX LIBERTY ST,39.111941,-84.508613,PENDLETON,PENDLETON,01/04/2020 01:56:00 AM,5 - PROPERTY DAMAGE ONLY,201905
4XX PLUM ST,39.100721,-84.517767,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 02:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
18XX SUNSET AV,39.123215,-84.582216,WEST PRICE HILL,WESTWOOD,01/04/2020 02:50:00 AM,4 - INJURY POSSIBLE,201904
28XX LANGDON FARM RD,39.181195,-84.437565,PLEASANT RIDGE,PLEASANT RIDGE,01/04/2020 03:04:00 AM,5 - PROPERTY DAMAGE ONLY,201905
2XX W 7TH ST,39.103091,-84.517411,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 03:28:00 AM,4 - INJURY POSSIBLE,201904
2XX W 7TH ST,39.102541,-84.517461,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 03:28:00 AM,4 - INJURY POSSIBLE,201904
47XX EASTERN AV,39.121351,-84.417036,LINWOOD,LINWOOD,01/04/2020 03:30:20 AM,5 - PROPERTY DAMAGE ONLY,201905
35XX COLUMBIA PY,39.114551,-84.435758,COLUMBIA / TUSCULUM,COLUMBIA TUSCULUM,01/04/2020 03:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
8XX COLUMBIA PY,39.103726,-84.498221,MOUNT  ADAMS,MT. ADAMS,01/04/2020 05:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
8XX COLUMBIA PY,39.104586,-84.498231,MOUNT  ADAMS,MT. ADAMS,01/04/2020 05:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
7XX RACE ST,39.104164,-84.515351,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 06:27:00 AM,5 - PROPERTY DAMAGE ONLY,201905
7XX RACE ST,39.103694,-84.514561,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 06:27:00 AM,5 - PROPERTY DAMAGE ONLY,201905
W I74 AT 18-1 MM,39.160313,-84.550655,NORTHSIDE,NORTHSIDE,01/04/2020 07:10:00 AM,5 - PROPERTY DAMAGE ONLY,201905
W I74 AT 18-1 MM,39.159983,-84.551095,NORTHSIDE,NORTHSIDE,01/04/2020 07:10:00 AM,5 - PROPERTY DAMAGE ONLY,201905
61XX GLENWAY AV,39.144171,-84.622321,WESTWOOD,WESTWOOD,01/04/2020 07:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
31XX BOUDINOT AV,39.141804,-84.605524,WESTWOOD,WESTWOOD,01/04/2020 07:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
31XX BOUDINOT AV,39.140924,-84.604684,WESTWOOD,WESTWOOD,01/04/2020 07:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I71 AT 7-8 MM,39.163051,-84.434563,OAKLEY,OAKLEY,01/04/2020 07:55:00 AM,5 - PROPERTY DAMAGE ONLY,201905
18XX WESTWOOD NORTHERN BV,39.141851,-84.551961,ENGLISH  WOODS,ENGLISH WOODS,01/04/2020 08:40:00 AM,4 - INJURY POSSIBLE,201904
18XX WESTWOOD NORTHERN BV,39.142061,-84.551351,ENGLISH  WOODS,ENGLISH WOODS,01/04/2020 08:40:00 AM,4 - INJURY POSSIBLE,201904
11XX HOPPLE ST,39.138245,-84.534345,CAMP  WASHINGTON,CAMP WASHINGTON,01/04/2020 08:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
11XX HOPPLE ST,39.138775,-84.534705,CAMP  WASHINGTON,CAMP WASHINGTON,01/04/2020 08:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
4XX WALNUT ST,39.111438,-84.513488,OVER-THE-RHINE,OVER-THE-RHINE,01/04/2020 08:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
4XX WALNUT ST,39.112098,-84.513488,OVER-THE-RHINE,OVER-THE-RHINE,01/04/2020 08:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
36XX WARSAW AV,39.110871,-84.572081,EAST PRICE HILL,EAST PRICE HILL,01/04/2020 08:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
36XX WARSAW AV,39.110991,-84.572971,EAST PRICE HILL,EAST PRICE HILL,01/04/2020 08:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
16XX QUEEN CITY,39.125445,-84.553255,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,01/04/2020 11:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
16XX QUEEN CITY,39.126645,-84.553725,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,01/04/2020 11:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
42XX RED BANK RD,39.152172,-84.403191,MADISONVILLE,MADISONVILLE,01/04/2020 12:29:00 PM,5 - PROPERTY DAMAGE ONLY,201905
42XX RED BANK RD,39.152092,-84.403511,MADISONVILLE,MADISONVILLE,01/04/2020 12:29:00 PM,5 - PROPERTY DAMAGE ONLY,201905
39XX BOUDINOT AV,39.160921,-84.603061,WESTWOOD,WESTWOOD,01/04/2020 12:41:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX ELM ST,39.102928,-84.516973,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 12:57:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX ELM ST,39.104178,-84.516033,C. B. D. / RIVERFRONT,DOWNTOWN,01/04/2020 12:57:00 PM,5 - PROPERTY DAMAGE ONLY,201905
12XX PAXTON AV,39.134314,-84.434753,HYDE PARK,HYDE PARK,01/04/2020 01:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX  KING DR,39.133871,-84.490461,WALNUT HILLS,WALNUT HILLS,01/04/2020 02:00:00 PM,4 - INJURY POSSIBLE,201904
7XX  KING DR,39.134811,-84.490181,WALNUT HILLS,WALNUT HILLS,01/04/2020 02:00:00 PM,4 - INJURY POSSIBLE,201904
58XX WINTON RIDGE LN,39.195944,-84.518895,WINTON HILLS,WINTON HILLS,01/04/2020 02:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
22XX FLORA ST,39.124047,-84.524878,FAIRVIEW,CUF,01/04/2020 02:23:00 PM,4 - INJURY POSSIBLE,201904
22XX FLORA ST,39.124427,-84.524608,FAIRVIEW,CUF,01/04/2020 02:23:00 PM,4 - INJURY POSSIBLE,201904
28XX HARRISON AV,39.144841,-84.594431,WESTWOOD,WESTWOOD,01/04/2020 02:55:00 PM,3 - MINOR INJURY SUSPECTED,201903
13XX MAIN ST,39.110583,-84.511993,OVER-THE-RHINE,OVER-THE-RHINE,01/04/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
13XX MAIN ST,39.109903,-84.511623,OVER-THE-RHINE,OVER-THE-RHINE,01/04/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX DANA AV,39.146674,-84.473021,EVANSTON,EVANSTON,01/04/2020 03:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX DANA AV,39.146994,-84.473871,EVANSTON,EVANSTON,01/04/2020 03:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 2-1 MM,39.113678,-84.501105,WALNUT HILLS,WALNUT HILLS,01/04/2020 03:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 2-1 MM,39.112778,-84.500295,WALNUT HILLS,WALNUT HILLS,01/04/2020 03:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
21XX MONTANA AV,39.159901,-84.567032,MOUNT AIRY,MT. AIRY,01/04/2020 03:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
21XX MONTANA AV,39.158961,-84.566632,MOUNT AIRY,MT. AIRY,01/04/2020 03:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
30XX MARBURG AV,39.143228,-84.422001,OAKLEY,OAKLEY,01/04/2020 04:00:00 PM,4 - INJURY POSSIBLE,201904
30XX MARBURG AV,39.144668,-84.422051,OAKLEY,OAKLEY,01/04/2020 04:00:00 PM,4 - INJURY POSSIBLE,201904
17XX HANFIELD ST,39.163096,-84.539068,NORTHSIDE,NORTHSIDE,01/04/2020 04:03:00 PM,5 - PROPERTY DAMAGE ONLY,201905
17XX HANFIELD ST,39.162706,-84.539198,NORTHSIDE,NORTHSIDE,01/04/2020 04:03:00 PM,5 - PROPERTY DAMAGE ONLY,201905
12XX W GALBRAITH RD,39.215831,-84.532121,COLLEGE  HILL,COLLEGE HILL,01/04/2020 04:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
12XX W GALBRAITH RD,39.215551,-84.531081,COLLEGE  HILL,COLLEGE HILL,01/04/2020 04:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
14XX HARRISON AV,39.124561,-84.545618,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,01/04/2020 04:48:00 PM,5 - PROPERTY DAMAGE ONLY,201905
