ADDRESS_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,CRASHDATE,CRASHSEVERITY,CRASHSEVERITYID
28XX JEFFERSON AV,39.133414,-84.510038,CORRYVILLE,CORRYVILLE,06/30/2020 12:51:00 PM,5 - PROPERTY DAMAGE ONLY,201905
22XX VINE ST,39.121545,-84.514947,MOUNT  AUBURN,MT. AUBURN,06/30/2020 01:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
22XX VINE ST,39.123035,-84.515127,MOUNT  AUBURN,MT. AUBURN,06/30/2020 01:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
46XX NORTH EDGEWOOD AV,39.172507,-84.516431,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,06/30/2020 01:13:00 PM,4 - INJURY POSSIBLE,201904
46XX NORTH EDGEWOOD AV,39.172257,-84.517001,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,06/30/2020 01:13:00 PM,4 - INJURY POSSIBLE,201904
36XX MCHENRY AV,39.149917,-84.562465,EAST  WESTWOOD,EAST WESTWOOD,06/30/2020 01:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
36XX MCHENRY AV,39.149377,-84.563525,EAST  WESTWOOD,EAST WESTWOOD,06/30/2020 01:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX MAIN ST,39.104209,-84.511144,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 02:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX MAIN ST,39.104749,-84.510554,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 02:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
31XX GILBERT AV,39.138151,-84.482388,WALNUT HILLS,WALNUT HILLS,06/30/2020 02:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
31XX GILBERT AV,39.138421,-84.482048,WALNUT HILLS,WALNUT HILLS,06/30/2020 02:52:00 PM,3 - MINOR INJURY SUSPECTED,201903
E I275 AT 72-5 MM,39.152581,-84.488951,NORTH AVONDALE,AVONDALE,06/30/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
E I275 AT 72-5 MM,39.153071,-84.489271,NORTH AVONDALE,AVONDALE,06/30/2020 03:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX VINE ST,39.131726,-84.509286,CORRYVILLE,CORRYVILLE,06/30/2020 03:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX VINE ST,39.131046,-84.510836,CORRYVILLE,CORRYVILLE,06/30/2020 03:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 0-6 MM,39.097975,-84.517794,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 03:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 0-6 MM,39.097255,-84.518374,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 03:14:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX MADISON RD,39.145556,-84.443617,OAKLEY,OAKLEY,06/30/2020 03:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX MADISON RD,39.146206,-84.442667,OAKLEY,OAKLEY,06/30/2020 03:38:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX W 3RD ST,39.096351,-84.523251,QUEENSGATE,QUEENSGATE,06/30/2020 03:41:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX W 3RD ST,39.096081,-84.522301,QUEENSGATE,QUEENSGATE,06/30/2020 03:41:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX COLERAIN AV,39.133085,-84.535112,CAMP  WASHINGTON,CAMP WASHINGTON,06/30/2020 04:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX COLERAIN AV,39.131985,-84.536212,CAMP  WASHINGTON,CAMP WASHINGTON,06/30/2020 04:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX HARRISON AV,39.143207,-84.594928,WESTWOOD,WESTWOOD,06/30/2020 04:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
28XX HARRISON AV,39.141587,-84.595678,WESTWOOD,WESTWOOD,06/30/2020 04:15:00 PM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 2-1,39.121725,-84.535624,WEST  END,WEST END,06/30/2020 04:19:00 PM,4 - INJURY POSSIBLE,201904
N I75 AT 2-1,39.121835,-84.535674,WEST  END,WEST END,06/30/2020 04:19:00 PM,4 - INJURY POSSIBLE,201904
2XX WILLIAM HOWARD TAFT RD,39.12926,-84.50371,CORRYVILLE,CORRYVILLE,06/30/2020 04:22:00 PM,3 - MINOR INJURY SUSPECTED,201903
2XX WILLIAM HOWARD TAFT RD,39.1276,-84.5032,CORRYVILLE,CORRYVILLE,06/30/2020 04:22:00 PM,3 - MINOR INJURY SUSPECTED,201903
S I75 AT 0-3 MM,39.098491,-84.509441,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 04:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 0-3 MM,39.099041,-84.508261,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 04:25:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX ELBERON AV,39.100892,-84.567279,EAST PRICE HILL,EAST PRICE HILL,06/30/2020 04:26:00 PM,3 - MINOR INJURY SUSPECTED,201903
5XX ELBERON AV,39.099982,-84.567579,EAST PRICE HILL,EAST PRICE HILL,06/30/2020 04:26:00 PM,3 - MINOR INJURY SUSPECTED,201903
5XX ELBERON AV,39.100732,-84.566319,EAST PRICE HILL,EAST PRICE HILL,06/30/2020 04:26:00 PM,3 - MINOR INJURY SUSPECTED,201903
15XX WESTERN HILLS VIA,39.123806,-84.539425,QUEENSGATE,QUEENSGATE,06/30/2020 04:34:00 PM,3 - MINOR INJURY SUSPECTED,201903
15XX WESTERN HILLS VIA,39.125236,-84.539085,QUEENSGATE,QUEENSGATE,06/30/2020 04:34:00 PM,3 - MINOR INJURY SUSPECTED,201903
41XX GLENWAY AV,39.114297,-84.583322,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 04:36:00 PM,5 - PROPERTY DAMAGE ONLY,201905
41XX GLENWAY AV,39.114847,-84.582582,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 04:36:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX NORTH BEND,39.202122,-84.548161,COLLEGE  HILL,COLLEGE HILL,06/30/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
16XX NORTH BEND,39.203992,-84.547391,COLLEGE  HILL,COLLEGE HILL,06/30/2020 05:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
19XX QUEEN CITY AV,39.126986,-84.564232,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,06/30/2020 05:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
19XX QUEEN CITY AV,39.127806,-84.565072,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,06/30/2020 05:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX QUEEN CITY AV,39.130339,-84.591029,WESTWOOD,WESTWOOD,06/30/2020 05:05:00 PM,4 - INJURY POSSIBLE,201904
49XX HERMIT AV,39.175912,-84.462872,BONDHILL,BOND HILL,06/30/2020 05:11:00 PM,5 - PROPERTY DAMAGE ONLY,201905
36XX CLIFTON AV,39.149712,-84.520425,CLIFTON,CLIFTON,06/30/2020 05:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
36XX CLIFTON AV,39.149632,-84.520115,CLIFTON,CLIFTON,06/30/2020 05:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
36XX CLIFTON AV,39.149672,-84.519425,CLIFTON,CLIFTON,06/30/2020 05:12:00 PM,3 - MINOR INJURY SUSPECTED,201903
36XX MADISON RD,39.159281,-84.418725,OAKLEY,OAKLEY,06/30/2020 05:44:00 PM,5 - PROPERTY DAMAGE ONLY,201905
36XX MADISON RD,39.160001,-84.419195,OAKLEY,OAKLEY,06/30/2020 05:44:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX CENTRAL PY,39.132779,-84.530651,CLIFTON/UNIVERSITY HEIGHTS,CUF,06/30/2020 05:51:00 PM,4 - INJURY POSSIBLE,201904
27XX CENTRAL PY,39.133249,-84.532321,CLIFTON/UNIVERSITY HEIGHTS,CUF,06/30/2020 05:51:00 PM,4 - INJURY POSSIBLE,201904
6XX CENTRAL AV,39.102371,-84.519947,C. B. D. / RIVERFRONT,WEST END,06/30/2020 05:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
6XX CENTRAL AV,39.101821,-84.519227,C. B. D. / RIVERFRONT,WEST END,06/30/2020 05:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 1-3 MM,39.099234,-84.506732,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 06:45:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I71 AT 1-3 MM,39.099214,-84.506432,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 06:45:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX VICTORY PY,39.12726,-84.4873,WALNUT HILLS,WALNUT HILLS,06/30/2020 06:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX VICTORY PY,39.12828,-84.48653,WALNUT HILLS,WALNUT HILLS,06/30/2020 06:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
10XX WINFIELD AV,39.110196,-84.584091,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 06:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
3XX SYCAMORE ST,39.100907,-84.507502,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 06:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
3XX SYCAMORE ST,39.100167,-84.506642,C. B. D. / RIVERFRONT,DOWNTOWN,06/30/2020 06:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
10XX WINFIELD AV,39.110787,-84.583828,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 06:58:00 PM,5 - PROPERTY DAMAGE ONLY,201905
25XX HARRISON AV,39.142185,-84.582765,WESTWOOD,WESTWOOD,06/30/2020 07:13:00 PM,5 - PROPERTY DAMAGE ONLY,201905
25XX HARRISON AV,39.141155,-84.581825,WESTWOOD,WESTWOOD,06/30/2020 07:13:00 PM,5 - PROPERTY DAMAGE ONLY,201905
76XX READING,39.19968,-84.45715,ROSELAWN,ROSELAWN,06/30/2020 07:26:00 PM,5 - PROPERTY DAMAGE ONLY,201905
76XX READING,39.19867,-84.45674,ROSELAWN,ROSELAWN,06/30/2020 07:26:00 PM,5 - PROPERTY DAMAGE ONLY,201905
41XX GLENWAY AV,39.113323,-84.581312,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 07:29:00 PM,4 - INJURY POSSIBLE,201904
41XX GLENWAY AV,39.115013,-84.582722,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 07:29:00 PM,4 - INJURY POSSIBLE,201904
41XX GLENWAY AV,39.113803,-84.582712,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 07:29:00 PM,4 - INJURY POSSIBLE,201904
61XX GLENWAY AV,39.142885,-84.621936,WESTWOOD,WESTWOOD,06/30/2020 08:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
61XX GLENWAY AV,39.143285,-84.621306,WESTWOOD,WESTWOOD,06/30/2020 08:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
19XX WESTWOOD NORTHERN BV,39.141915,-84.551862,MILLVALE,MILLVALE,06/30/2020 08:51:00 PM,4 - INJURY POSSIBLE,201904
19XX WESTWOOD NORTHERN BV,39.142265,-84.551272,MILLVALE,MILLVALE,06/30/2020 08:51:00 PM,4 - INJURY POSSIBLE,201904
19XX WESTWOOD NORTHERN BV,39.141055,-84.551132,MILLVALE,MILLVALE,06/30/2020 08:51:00 PM,4 - INJURY POSSIBLE,201904
12XX GILSEY AV,39.115901,-84.581141,WEST PRICE HILL,WEST PRICE HILL,06/30/2020 10:06:00 PM,5 - PROPERTY DAMAGE ONLY,201905
15XX CENTRAL PKWY,39.114023,-84.520871,OVER-THE-RHINE,OVER-THE-RHINE,06/30/2020 10:10:00 PM,3 - MINOR INJURY SUSPECTED,201903
15XX CENTRAL PKWY,39.113813,-84.520351,OVER-THE-RHINE,OVER-THE-RHINE,06/30/2020 10:10:00 PM,3 - MINOR INJURY SUSPECTED,201903
15XX CENTRAL PKWY,39.113333,-84.520011,OVER-THE-RHINE,OVER-THE-RHINE,06/30/2020 10:10:00 PM,3 - MINOR INJURY SUSPECTED,201903
X DE CAMP AV,39.20601,-84.47488,HARTWELL,HARTWELL,06/30/2020 11:01:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX GLENWAY AV,39.112795,-84.559911,EAST PRICE HILL,EAST PRICE HILL,06/30/2020 11:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
29XX GLENWAY AV,39.112745,-84.558591,EAST PRICE HILL,EAST PRICE HILL,06/30/2020 11:22:00 PM,5 - PROPERTY DAMAGE ONLY,201905
8XX KIRBERT AV,39.107566,-84.575911,EAST PRICE HILL,EAST PRICE HILL,07/01/2020 12:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
32XX GLENWAY AV,39.113221,-84.562719,EAST PRICE HILL,EAST PRICE HILL,07/01/2020 12:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
10XX SETON AV,39.111183,-84.577551,WEST PRICE HILL,EAST PRICE HILL,07/01/2020 01:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
9XX CLEVELAND AV,39.14277,-84.48634,AVONDALE,AVONDALE,07/01/2020 01:43:00 AM,5 - PROPERTY DAMAGE ONLY,201905
21XX HARRISON AV,39.134671,-84.571085,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT,07/01/2020 01:51:00 AM,5 - PROPERTY DAMAGE ONLY,201905
18XX SUNSET AV,39.123921,-84.582731,WEST PRICE HILL,WESTWOOD,07/01/2020 02:15:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 9-6 MM,39.195827,-84.474133,ROSELAWN,ROSELAWN,07/01/2020 07:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
N I75 AT 9-6 MM,39.194527,-84.474603,ROSELAWN,ROSELAWN,07/01/2020 07:30:00 AM,5 - PROPERTY DAMAGE ONLY,201905
14XX CAROLINA AV,39.17534,-84.472455,BONDHILL,BOND HILL,07/01/2020 09:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
14XX CAROLINA AV,39.17527,-84.472855,BONDHILL,BOND HILL,07/01/2020 09:00:00 AM,5 - PROPERTY DAMAGE ONLY,201905
14XX E SEYMOUR AV,39.189896,-84.470647,ROSELAWN,ROSELAWN,07/01/2020 09:20:00 AM,3 - MINOR INJURY SUSPECTED,201903
14XX E SEYMOUR AV,39.191306,-84.471457,ROSELAWN,ROSELAWN,07/01/2020 09:20:00 AM,3 - MINOR INJURY SUSPECTED,201903
50XX GLENWAY AV,39.123451,-84.602927,WEST PRICE HILL,WEST PRICE HILL,07/01/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
50XX GLENWAY AV,39.122941,-84.602397,WEST PRICE HILL,WEST PRICE HILL,07/01/2020 09:45:00 AM,5 - PROPERTY DAMAGE ONLY,201905
1XX E CHARLTON ST,39.129947,-84.50744,CORRYVILLE,CORRYVILLE,07/01/2020 10:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
1XX E CHARLTON ST,39.129337,-84.507,CORRYVILLE,CORRYVILLE,07/01/2020 10:50:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 2-2 MM,39.123178,-84.534746,QUEENSGATE,QUEENSGATE,07/01/2020 11:01:00 AM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 2-2 MM,39.123528,-84.536566,QUEENSGATE,QUEENSGATE,07/01/2020 11:01:00 AM,5 - PROPERTY DAMAGE ONLY,201905
31XX QUEEN CITY AV,39.137294,-84.603961,WESTWOOD,WESTWOOD,07/01/2020 11:31:00 AM,4 - INJURY POSSIBLE,201904
31XX QUEEN CITY AV,39.135654,-84.605101,WESTWOOD,WESTWOOD,07/01/2020 11:31:00 AM,4 - INJURY POSSIBLE,201904
31XX QUEEN CITY AV,39.136114,-84.604601,WESTWOOD,WESTWOOD,07/01/2020 11:31:00 AM,4 - INJURY POSSIBLE,201904
N I75 AT 8-3 MM,39.181951,-84.483301,BONDHILL,BOND HILL,07/01/2020 12:00:00 PM,3 - MINOR INJURY SUSPECTED,201903
15XX CHASE AV,39.162611,-84.53862,NORTHSIDE,NORTHSIDE,07/01/2020 12:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
15XX CHASE AV,39.163161,-84.53844,NORTHSIDE,NORTHSIDE,07/01/2020 12:05:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX E 12TH ST,39.110223,-84.505424,PENDLETON,PENDLETON,07/01/2020 12:30:00 PM,5 - PROPERTY DAMAGE ONLY,201905
5XX W KING DR,39.140395,-84.5238,CLIFTON,CLIFTON,07/01/2020 12:33:00 PM,4 - INJURY POSSIBLE,201904
5XX W KING DR,39.139235,-84.52379,CLIFTON,CLIFTON,07/01/2020 12:33:00 PM,4 - INJURY POSSIBLE,201904
5XX W KING DR,39.139335,-84.52484,CLIFTON,CLIFTON,07/01/2020 12:33:00 PM,4 - INJURY POSSIBLE,201904
X W MITCHELL AV,39.160271,-84.504472,CLIFTON,CLIFTON,07/01/2020 12:36:00 PM,5 - PROPERTY DAMAGE ONLY,201905
X W MITCHELL AV,39.159261,-84.506292,CLIFTON,CLIFTON,07/01/2020 12:36:00 PM,5 - PROPERTY DAMAGE ONLY,201905
24XX MARYLAND AV,39.105041,-84.556551,EAST PRICE HILL,EAST PRICE HILL,07/01/2020 12:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
35XX MAGILL AV,39.144754,-84.484017,AVONDALE,AVONDALE,07/01/2020 12:48:00 PM,5 - PROPERTY DAMAGE ONLY,201905
36XX SPRING GROVE AV,39.153114,-84.542253,CAMP  WASHINGTON,CAMP WASHINGTON,07/01/2020 01:18:00 PM,5 - PROPERTY DAMAGE ONLY,201905
36XX SPRING GROVE AV,39.153094,-84.543123,CAMP  WASHINGTON,CAMP WASHINGTON,07/01/2020 01:18:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX READING RD,39.186681,-84.464538,BONDHILL,BOND HILL,07/01/2020 01:26:00 PM,5 - PROPERTY DAMAGE ONLY,201905
7XX READING RD,39.186711,-84.464908,BONDHILL,BOND HILL,07/01/2020 01:26:00 PM,5 - PROPERTY DAMAGE ONLY,201905
23XX LANGDON FARM RD,39.181321,-84.448291,PLEASANT RIDGE,PLEASANT RIDGE,07/01/2020 01:30:00 PM,3 - MINOR INJURY SUSPECTED,201903
23XX LANGDON FARM RD,39.181111,-84.446861,PLEASANT RIDGE,PLEASANT RIDGE,07/01/2020 01:30:00 PM,3 - MINOR INJURY SUSPECTED,201903
23XX LANGDON FARM RD,39.181941,-84.447771,PLEASANT RIDGE,PLEASANT RIDGE,07/01/2020 01:30:00 PM,3 - MINOR INJURY SUSPECTED,201903
S I75 EX @1.5 MM,39.109883,-84.531141,QUEENSGATE,QUEENSGATE,07/01/2020 01:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 EX @1.5 MM,39.108043,-84.531111,QUEENSGATE,QUEENSGATE,07/01/2020 01:35:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX MUSTANG DR,39.151195,-84.582311,WESTWOOD,WESTWOOD,07/01/2020 01:43:00 PM,5 - PROPERTY DAMAGE ONLY,201905
26XX MUSTANG DR,39.153135,-84.582051,WESTWOOD,WESTWOOD,07/01/2020 01:43:00 PM,5 - PROPERTY DAMAGE ONLY,201905
20XX MADISON RD,39.131605,-84.46214,O'BRYONVILLE,EVANSTON,07/01/2020 01:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
20XX MADISON RD,39.133245,-84.46169,O'BRYONVILLE,EVANSTON,07/01/2020 01:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
51XX HAWAIIAN TE,39.18382,-84.56621,MOUNT AIRY,MT. AIRY,07/01/2020 02:05:37 PM,5 - PROPERTY DAMAGE ONLY,201905
51XX HAWAIIAN TE,39.18381,-84.56518,MOUNT AIRY,MT. AIRY,07/01/2020 02:05:37 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX ROBERT AV,39.134908,-84.572341,WESTWOOD,WESTWOOD,07/01/2020 02:45:00 PM,5 - PROPERTY DAMAGE ONLY,201905
27XX ROBERT AV,39.136058,-84.572331,WESTWOOD,WESTWOOD,07/01/2020 02:45:00 PM,5 - PROPERTY DAMAGE ONLY,201905
10XX SYCAMORE ST,39.106781,-84.421745,EAST  END,LINWOOD,07/01/2020 02:50:00 PM,3 - MINOR INJURY SUSPECTED,201903
10XX SYCAMORE ST,39.106301,-84.421375,EAST  END,LINWOOD,07/01/2020 02:50:00 PM,3 - MINOR INJURY SUSPECTED,201903
10XX SYCAMORE ST,39.105811,-84.420485,EAST  END,LINWOOD,07/01/2020 02:50:00 PM,3 - MINOR INJURY SUSPECTED,201903
71XX READING RD,39.190242,-84.462484,ROSELAWN,ROSELAWN,07/01/2020 03:09:00 PM,3 - MINOR INJURY SUSPECTED,201903
71XX READING RD,39.189592,-84.462234,ROSELAWN,ROSELAWN,07/01/2020 03:09:00 PM,3 - MINOR INJURY SUSPECTED,201903
29XX LAFEUILLE AV,39.140858,-84.590561,WESTWOOD,WESTWOOD,07/01/2020 03:30:00 PM,4 - INJURY POSSIBLE,201904
29XX LAFEUILLE AV,39.140378,-84.589541,WESTWOOD,WESTWOOD,07/01/2020 03:30:00 PM,4 - INJURY POSSIBLE,201904
29XX LAFEUILLE AV,39.141428,-84.590951,WESTWOOD,WESTWOOD,07/01/2020 03:30:00 PM,4 - INJURY POSSIBLE,201904
31XX HARRISON AV,39.131455,-84.626525,N/A,N/A,07/01/2020 03:35:00 PM,4 - INJURY POSSIBLE,201904
31XX HARRISON AV,39.130625,-84.626685,N/A,N/A,07/01/2020 03:35:00 PM,4 - INJURY POSSIBLE,201904
S I75 AT 4.2 MM,39.148707,-84.540365,CAMP  WASHINGTON,CAMP WASHINGTON,07/01/2020 04:20:00 PM,3 - MINOR INJURY SUSPECTED,201903
S I75 AT 4.2 MM,39.149317,-84.539365,CAMP  WASHINGTON,CAMP WASHINGTON,07/01/2020 04:20:00 PM,3 - MINOR INJURY SUSPECTED,201903
S I75 AT 4.2 MM,39.149297,-84.540865,CAMP  WASHINGTON,CAMP WASHINGTON,07/01/2020 04:20:00 PM,3 - MINOR INJURY SUSPECTED,201903
46XX SPRING GROVE AV,39.165854,-84.519469,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
46XX SPRING GROVE AV,39.164474,-84.520599,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
46XX SPRING GROVE AV,39.165704,-84.520709,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
46XX SPRING GROVE AV,39.164084,-84.520659,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:39:00 PM,3 - MINOR INJURY SUSPECTED,201903
47XX HAMILTON AV,39.179725,-84.543782,NORTHSIDE,NORTHSIDE,07/01/2020 04:40:00 PM,4 - INJURY POSSIBLE,201904
47XX HAMILTON AV,39.179365,-84.544892,NORTHSIDE,NORTHSIDE,07/01/2020 04:40:00 PM,4 - INJURY POSSIBLE,201904
47XX HAMILTON AV,39.179845,-84.545262,NORTHSIDE,NORTHSIDE,07/01/2020 04:40:00 PM,4 - INJURY POSSIBLE,201904
48XX SPRING GROVE AV,39.166411,-84.513181,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
48XX SPRING GROVE AV,39.166301,-84.512761,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 04:40:00 PM,5 - PROPERTY DAMAGE ONLY,201905
43XX WINTON RD,39.164556,-84.520718,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 06:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
43XX WINTON RD,39.165706,-84.519148,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,07/01/2020 06:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
XX TOPRIDGE PL,39.182291,-84.510971,WINTON HILLS,WINTON HILLS,07/01/2020 07:00:00 PM,5 - PROPERTY DAMAGE ONLY,201905
S I75 AT 5-6 MM,39.161289,-84.521501,NORTHSIDE,CLIFTON,07/01/2020 08:10:00 PM,4 - INJURY POSSIBLE,201904
S I75 AT 5-6 MM,39.161259,-84.521441,NORTHSIDE,CLIFTON,07/01/2020 08:10:00 PM,4 - INJURY POSSIBLE,201904
S I75 AT 5-6 MM,39.161239,-84.522541,NORTHSIDE,CLIFTON,07/01/2020 08:10:00 PM,4 - INJURY POSSIBLE,201904
40XX DELANEY ST,39.159941,-84.545161,NORTHSIDE,NORTHSIDE,07/01/2020 08:29:00 PM,5 - PROPERTY DAMAGE ONLY,201905
48XX WINNESTE AV,39.177886,-84.510574,WINTON HILLS,WINTON HILLS,07/01/2020 08:30:00 PM,3 - MINOR INJURY SUSPECTED,201903
48XX WINNESTE AV,39.177126,-84.510724,WINTON HILLS,WINTON HILLS,07/01/2020 08:30:00 PM,3 - MINOR INJURY SUSPECTED,201903
27XX MONTANA AV,39.150256,-84.589103,WESTWOOD,WESTWOOD,07/01/2020 08:46:00 PM,4 - INJURY POSSIBLE,201904
27XX MONTANA AV,39.150326,-84.588633,WESTWOOD,WESTWOOD,07/01/2020 08:46:00 PM,4 - INJURY POSSIBLE,201904
27XX MONTANA AV,39.150806,-84.587773,WESTWOOD,WESTWOOD,07/01/2020 08:46:00 PM,4 - INJURY POSSIBLE,201904
37XX BEEKMAN ST,39.154551,-84.549971,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,07/01/2020 08:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX BEEKMAN ST,39.154531,-84.551371,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,07/01/2020 08:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX BEEKMAN ST,39.153721,-84.550791,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,07/01/2020 08:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
37XX BEEKMAN ST,39.153661,-84.550931,S.. CUMMINSVILLE,SOUTH CUMMINSVILLE,07/01/2020 08:55:00 PM,5 - PROPERTY DAMAGE ONLY,201905
42XX GLENWAY AV,39.113724,-84.584245,WEST PRICE HILL,WEST PRICE HILL,07/01/2020 09:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
42XX GLENWAY AV,39.114424,-84.583155,WEST PRICE HILL,WEST PRICE HILL,07/01/2020 09:50:00 PM,5 - PROPERTY DAMAGE ONLY,201905
73XX BROOKCREST DR,39.19606,-84.45796,ROSELAWN,ROSELAWN,07/01/2020 10:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
73XX BROOKCREST DR,39.19589,-84.45867,ROSELAWN,ROSELAWN,07/01/2020 10:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
73XX BROOKCREST DR,39.19573,-84.45737,ROSELAWN,ROSELAWN,07/01/2020 10:09:00 PM,5 - PROPERTY DAMAGE ONLY,201905
